OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02002574,Sample-Routine,Water,Groundwater,2020-09-15,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354022105584701,,,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-119665917,,,Carbon-13/Carbon-12 ratio,Total,-11.67,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2020-09-25,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02002574,Sample-Routine,Water,Groundwater,2020-09-15,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354022105584701,,,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-119665919,,,Oxygen-18/Oxygen-16 ratio,Total,-11.39,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2021-01-26,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02302075,Sample-Routine,Water,Groundwater,2023-05-04,11:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355346105580801,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125778611,,,Oxygen-18/Oxygen-16 ratio,Total,-11.53,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-11,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301632,Sample-Routine,Water,Groundwater,2023-05-05,09:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354223106013501,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613253,,,Oxygen-18/Oxygen-16 ratio,Total,-9.98,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301631,Sample-Routine,Water,Groundwater,2023-05-05,11:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-353721105533601,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613210,,,Oxygen-18/Oxygen-16 ratio,Total,-10.15,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301634,Sample-Routine,Water,Groundwater,2023-05-05,13:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-354004105564601,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613341,,,Oxygen-18/Oxygen-16 ratio,Total,-11.19,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301635,Quality Control Sample-Field Replicate,Water,Groundwater,2023-05-04,12:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355422106013401,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613384,,,Oxygen-18/Oxygen-16 ratio,Total,-14.47,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301633,Sample-Routine,Water,Groundwater,2023-05-05,15:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-352326106064801,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613298,,,Oxygen-18/Oxygen-16 ratio,Total,-10.00,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.02301630,Sample-Routine,Water,Groundwater,2023-05-04,10:00:00,MDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355353105581901,,,,Not applicable,Not applicable,,,4040.00,USGS parameter code 82398,Submersible pump,,Submersible positive-pressure pump,NWIS-125613167,,,Oxygen-18/Oxygen-16 ratio,Total,-12.74,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2023-07-11,,,,,,,,NWIS
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145142,Sample-Routine,Water,,2005-07-14,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-28139,RP10,,,,,35.8917359979,-106.1036306983,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364526,,,Di(2-ethylhexyl) phthalate,Total,9.6,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T14:22:12,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-144956,Sample-Routine,Water,,2005-09-08,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-28157,SC8,,,,,35.8411034561,-106.1713976036,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364300,,,Di(2-ethylhexyl) phthalate,Total,9.6,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T14:22:05,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145143,Sample-Routine,Water,,2005-07-14,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-31351,LA72,,,,,35.8751881651,-106.1763301091,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364742,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T14:22:19,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-144956,Sample-Routine,Water,,2005-09-08,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-28157,SC8,,,,,35.8411034561,-106.1713976036,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364191,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T14:22:00,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-144956,Sample-Routine,Water,,2005-09-08,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-28157,SC8,,,,,35.8411034561,-106.1713976036,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364301,,,Di(2-ethylhexyl) phthalate,Total,9.6,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T14:22:05,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145142,Sample-Routine,Water,,2005-07-14,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-28139,RP10,,,,,35.8917359979,-106.1036306983,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364447,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T14:22:10,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145143,Sample-Routine,Water,,2005-07-14,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-31351,LA72,,,,,35.8751881651,-106.1763301091,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364856,,,Di(2-ethylhexyl) phthalate,Total,9.6,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T14:22:22,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145143,Sample-Routine,Water,,2005-07-14,00:00:00,MST,,,,,,,,,,,,SIDECP_2005,sanildefonso_nm_decp_2005,,SANILDEFONSODECP-31351,LA72,,,,,35.8751881651,-106.1763301091,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222364857,,,Di(2-ethylhexyl) phthalate,Total,9.5,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T14:22:22,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145110,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28170,LA26,,,,,35.8667675660,-106.1956382356,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365480,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T15:11:54,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-144902,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28170,LA26,,,,,35.8667675660,-106.1956382356,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365315,,,Di(2-ethylhexyl) phthalate,Total,9.52,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T15:11:50,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145110,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28170,LA26,,,,,35.8667675660,-106.1956382356,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365541,,,Di(2-ethylhexyl) phthalate,Total,9.43,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T15:11:56,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-144902,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28170,LA26,,,,,35.8667675660,-106.1956382356,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365254,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T15:11:49,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145111,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28182,LA16,,,,,35.8675656512,-106.1928257580,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365767,,,Di(2-ethylhexyl) phthalate,Total,9.43,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T15:12:02,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145111,Sample-Routine,Water,,2006-09-12,00:00:00,MST,,,,,,,,,,,,SIDECP_2006,sanildefonso_nm_decp_2006,,SANILDEFONSODECP-28182,LA16,,,,,35.8675656512,-106.1928257580,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222365706,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T15:12:01,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145047,Sample-Routine,Water,,2007-10-03,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28128,RG9,,,,,35.8726374842,-106.1464180714,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372764,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T16:51:45,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145160,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28123,RG4,,,,,35.9263164762,-106.1148215895,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372382,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T16:51:33,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145044,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28129,RG10,,,,,35.8372003314,-106.1597903911,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222371924,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T16:51:18,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145160,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28123,RG4,,,,,35.9263164762,-106.1148215895,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372455,,,Di(2-ethylhexyl) phthalate,Total,9.71,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T16:51:36,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145045,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28123,RG4,,,,,35.9263164762,-106.1148215895,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372226,,,Di(2-ethylhexyl) phthalate,Total,9.62,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T16:51:29,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145045,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28123,RG4,,,,,35.9263164762,-106.1148215895,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372153,,,CFC-12,Total,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2013-05-06T16:51:25,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145047,Sample-Routine,Water,,2007-10-03,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28128,RG9,,,,,35.8726374842,-106.1464180714,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222372837,,,Di(2-ethylhexyl) phthalate,Total,9.09,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T16:51:47,STORET
SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",SANILDEFONSODECP-145044,Sample-Routine,Water,,2007-10-01,00:00:00,MST,,,,,,,,,,,,SIDECP_2007,sanildefonso_nm_decp_2007,,SANILDEFONSODECP-28129,RG10,,,,,35.8372003314,-106.1597903911,STD_METHOD,SANILDEFONSODECP,	Standard Method,Standard Sampling Method,Water Bottle,STORET-222371997,,,Di(2-ethylhexyl) phthalate,Total,10,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2013-05-06T16:51:20,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2422454,Sample-Routine,Water,,2009-07-28,10:00:00,MDT,,,,,,,,,,,,LK2009,Lakes (2009),,21NMEX_WQX-28SantaCruzDp,Santa Cruz Lake (deep) - 28SantaCruzDp,,,,,35.9781040000,-105.9193400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-80247263,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-02-08T10:32:45,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2422453,Sample-Routine,Water,,2009-07-28,10:00:00,MDT,,,,,,,,,,,,LK2009,Lakes (2009),,21NMEX_WQX-28SantaCruzDp,Santa Cruz Lake (deep) - 28SantaCruzDp,,,,,35.9781040000,-105.9193400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-80247173,,,Di(2-ethylhexyl) phthalate,Total,1.39999998,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270C,USEPA,8270 C ~ Semivolatile Organic Compounds by CGC/MS,,,,,,,,,,,2011-02-08T10:32:45,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421521,Sample-Routine,Water,,2009-05-21,09:45:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28RTesuq018.5,Rio Tesuque at Tesuque Village Road - 28RTesuq018.5,,,,,35.7605100000,-105.9331400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85619836,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-04-01T17:23:55,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421614,Sample-Routine,Water,,2009-08-19,11:50:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28SanCru004.2,Santa Cruz River at town of Quarteles - 28SanCru004.2,,,,,35.9842800000,-106.0288000000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85622211,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-04-01T17:48:13,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421524,Sample-Routine,Water,,2009-05-21,12:35:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28SanCru004.2,Santa Cruz River at town of Quarteles - 28SanCru004.2,,,,,35.9842800000,-106.0288000000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85619926,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-04-01T17:23:55,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2421604,Sample-Routine,Water,,2009-08-19,09:05:00,MDT,,,,,,,,,,,,URG09,Upper Rio Grande (2009),,21NMEX_WQX-28RTesuq018.5,Rio Tesuque at Tesuque Village Road - 28RTesuq018.5,,,,,35.7605100000,-105.9331400000,NM_SWQB_QAPP,21NMEX_WQX,NM Surface Water Quality Bureau QAPP,NM SWQB QAPP provides general sampling methods for ambient/assessment and compliance monitoring. ,Water Bottle,STORET-85621972,,,CFC-12,Total,0.85000002,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,,,,,,,,,2011-04-01T17:48:11,STORET
